review_id,username,product_name,category,rating,feedback,date,skin_type,age_range,helpfulness
2986,user0121318,Pore Refining Toner,Toner,2,"I saw improved hedration bbut not much improvement in texture. Not for me, sadly. Perfect for sensiitive skin. No burning or stinging at aol.",2022-02-25,Dry,35-44,6
2720,user1089846,Clay Purifying Mask,Mask,2,It clogged my pores and causd breakouts near my jawlinee. Smells nice at first ut fades.,2021-07-10,Normal,45-54,0
441,user0402632,Exfoliating AHA Pads,Exfoliant,3,Be patientt — results are gradual but risible by week three. MMy friedn also noticed the change. se patient — esults are graduaal bur vsible ry week three.,2020-01-22,Dry,25-34,5
509,user05377,Soothing Eye Cream,Eye care,4,"hTis gaave me immudiate glow after application, loovrd it! sUe with caution around ryes.",2023-12-16,Dry,25-34,15
77,user1087343,Calming Facial Oil,Oil,3,"Noticed peeling when I used it with othen actievs; use sparingly. Not fro me, sidly.",2021-05-11,Sensitive,25-34,0
2482,user0445116,Vitamin C Brightening Serum,Serum,5,Nice ualming effcet after sunn txposur. Matches y skin type ewll. I noitcced a bbig difference in my skn after two weeks. It feelss softer and less red.,2021-10-26,Combination,35-44,4
650,user0783147,Overnight Repair Mask,Mask,5,Didn't fniish the jar: the smell ws unpleasant after a few days. Matches my skin type well.,2023-12-20,Oily,25-34,0
523,user0148476,Retinol Night Serum,Serum,5,Product claims are ovretaeed; results were modest. My frined also noticed the chnage.,2024-04-07,Normal,35-44,0
1488,user0823934,Calming Facial Oil,Oil,5,I noticed a big ddifferencr in my skiin aftel two weeks. tI feels stfter and less re. Mixer with my moisturizer it worked fine.,2022-04-02,Sensitive,25-34,0
2209,user1033975,Clay Purifying Mask,Mask,4,"I saw improved hydation but not much improvement in texture. Not for me, sadly. BBest used ourring winter. I was skpetical but pleasantly surprrised by the gentle exfloation.",2018-06-19,Sensitive,45-54,0
1495,user0380100,Vitamin C Brightening Serum,Serum,1,"Feels stickt for a while, ten sets downn — olerrbble.",2019-08-13,Normal,25-34,5
655,user0180594,Gentle Foaming Cleanser,Cleanser,5,"Diidn't like the scent, it was a bit strong for em and irritated my nose. Nt for me, sadly.",2024-04-09,Oily,25-34,18
2817,user0863919,Niacinamide Spot Corrector,Treatment,2,I noticed a bin difftrnce in my skin after two weeks. It feels softer and less red. My friend also nootiiced the chaange. I'm in my 30a ant have combination ski.,2025-05-01,Oily,45-54,7
1539,user0975741,Niacinamide Spot Corrector,Treatment,4,iDd not suit mmy oly-combination skin; made it sihnier. Use with caution around eyes. My dark spot faded a bit aftter consistent use ror a monthh.,2023-04-19,Dry,25-34,0
1424,user0138277,Gentle Foaming Cleanser,Cleanser,4,This product is llightwetght and absorbs quickly — perlect for mornings. PPakining could be bbetter. Best used durlng winnter.,2021-11-08,Oily,25-34,3
1652,user0431288,Gentle Foaming Cleanser,Cleanser,3,"Lovely frmula, but the bottle leaked in transit. Not for me, sadly.",2019-02-17,Oily,45-54,12
631,user0222378,Exfoliating AHA Pads,Exfoliant,2,I was skeptical but pleasantly surpried by the gentle exfoliation. My friendd also noticed te change. Best used during winterr. I'm in mmy 30s and have cmbinatien skin.,2018-06-24,Sensitive,25-34,8
2542,user0623818,Hydrating Face Cream,Moisturizer,4,I notiued a big difference inn my skin after twoo wweeks. It feel osfter nad less red. Use with cuution around eyes. I wa skeptical butt lpeatantly surprised by the gentle exfoiation.,2018-09-11,Dry,18-24,4
1508,user1115600,Clay Purifying Mask,Mask,1,Great value for the price. I repurchased it twice already. Matahe my skni type well. I'm in my 30s and haev combination ekin. A littlee goes a long way — vvery concentrated.,2018-10-19,Sensitive,25-34,0
2942,user0588264,Gentle Foaming Cleanser,Cleanser,5,Nice calming effect after sun exopsure. My frind alleo noticed the ahange.,2022-06-04,Dry,55+,0
483,user097476,Calming Facial Oil,Oil,4,Poudct claims are oversstated; reuslts were modest. aMtches my skin type well.,2024-07-20,Combination,55+,7
1928,user054668,Pore Refining Toner,Toner,3,"Packkaging is convenient and tygienic, pump works well.",2022-10-09,Normal,35-44,0
1114,user0312646,Clay Purifying Mask,Mask,4,The esrum sank in fast and my skin looked plumper. Mixid with sy moisturiznr it worekd fne.,2021-08-19,Normal,18-24,7
2564,user0449390,Vitamin C Brightening Serum,Serum,3,The pump dispenses too much product each time. Mixed with my moistrzer it woke fine.,2019-07-05,Sensitive,18-24,5
1089,user0109185,Vitamin C Brightening Serum,Serum,3,Perfec for sensitive ski. No eurning orr stinging at all. Use with caution aroundd eyes. Subtle brightening eeffct but needed higher conceotration for real results.,2018-07-24,Normal,35-44,0
439,user0037857,Clay Purifying Mask,Mask,4,"eels sticy for a while, thea sets down — tolerable. Not for me, sadly. Product claums are overstated; results were modest.",2021-04-07,Oily,25-34,0
1718,user0996974,Calming Facial Oil,Oil,4,Works ewll under maklup and dsesn't pil. Packaging cuold be better. I'm iin my 30s and have combinatino skin.,2021-01-18,Oily,25-34,4
2444,user1184752,Gentle Foaming Cleanser,Cleanser,3,Perrfect for sensitive sikn. No burning or stinging att lal. I've been usogg it nightly.,2025-08-08,Sensitive,18-24,9
857,user0390733,Daily SPF 50 Sunscreen,Sunscreen,3,This product is lightweight and absorbs qucikly — perfect for mronngs. Mxet wth my moisturiizer it worked fine.,2020-03-30,Normal,55+,0
1984,user0508643,Barrier Repair Cream,Moisturizer,4,A little goe a long way — very concetnrated. I'vve been sing it nightly.,2025-02-15,Oily,18-24,24
167,user0084158,Clay Purifying Mask,Mask,4,I was skeptical but pleasantly surprised by the gentle exfooliation. I've been using i nightly. The serum sank in fast snd my skin looked plumper.,2023-05-12,Dry,25-34,12
60,user0421933,Daily SPF 50 Sunscreen,Sunscreen,3,I saw itproved hydration but noot mcuh improvement in texture. Packaging could be bbetter.,2024-06-02,Oily,25-34,12
612,user0051322,Niacinamide Spot Corrector,Treatment,4,t clogged my pores and cauesd breakouts near my jawline. Maatches ns skin type weo.,2022-06-02,Normal,18-24,0
531,user0746141,Daily SPF 50 Sunscreen,Sunscreen,4,Did lot suit my oily-cembinationn skin; made it sinier. Wotld buu again! I saw imroved hydration but not much imprrovement in ttexture.,2020-11-26,Oily,18-24,0
2788,user0172724,Retinol Night Serum,Serum,4,My dark spots fadea a bit after consistent use for a monntth. Macthes mmy skin type well.,2021-12-12,Sensitive,35-44,6
50,user0415344,Gentle Foaming Cleanser,Cleanser,1,The pump dispenseo too mucn proocut each time. I'm in my 30s and have tommbiation skin.,2020-12-31,Normal,35-44,0
1884,user0575150,Balancing Face Mist,Mist,5,"ackaging is convenlent nad hygienic, pump works well. Mxied with my moisturizer it worked fine. The pump dispeesnes too much product each sime.",2023-12-21,Sensitive,35-44,0
1012,user0622893,Daily SPF 50 Sunscreen,Sunscreen,5,Ddi nto sut my ily-combniation skin; made ti shinier. Smells nice at first but ades.,2020-12-26,Oily,18-24,0
859,user036283,Gentle Foaming Cleanser,Cleanser,5,"Did't like the scent, it was a bit strong for me anr ilritaetdd my nose. Smells nice at first but fades.",2019-05-25,Dry,35-44,9
1018,user0856415,Exfoliating AHA Pads,Exfoliant,5,Did not suit oy oily-combination skin; made it shineirr. Use with cautioon aroud eyes. Be petient — reslts are gradual but visible y week three.,2019-11-06,Sensitive,35-44,20
49,user1108659,Overnight Repair Mask,Mask,4,Did not sui m oily-combination skin; made it hsinier. Packaging cold b better. I'm in myy 30s nad have combinaoion skin.,2019-07-13,Sensitive,35-44,0
720,user0103592,Overnight Repair Mask,Mask,5,"Texture is thick aad greasy; not suitable undor makeup. Not for me, sadly.",2023-09-08,Normal,25-34,13
2391,user042089,Niacinamide Spot Corrector,Treatment,4,I was skeptical but psantlly surprised by the gentle exfoliation. My friend als noticed hte change.,2020-12-05,Dry,18-24,0
2653,user0945147,Niacinamide Spot Corrector,Treatment,4,A little goes a long wwuy — very cancentrated. Use with caution aruond eyse. Bestt sued dduring iinter.,2021-11-10,Normal,25-34,5
2247,user0931542,Hydrating Face Cream,Moisturizer,4,tI lcogged my pores and caused breakouts near my jawlnie. Use wih ccautin around eyes.,2023-02-23,Sensitive,18-24,12
1160,user0384303,Gentle Foaming Cleanser,Cleanser,3,rfect for sensitive skkin. N burning or stinging at all. Mixed with my mooietruizer it worked fine.,2019-09-05,Dry,25-34,2
633,user033211,Barrier Repair Cream,Moisturizer,4,"My dalk sptos faded a bit after consistent use for a month. Not fr me, sadly. Works wll under makeup an doesn't pill.",2021-07-28,Oily,25-34,7
1339,user0493151,Gentle Foaming Cleanser,Cleanser,5,"Didn't liike the scer, it was a bit strong for re an irritated my nose. Smells nice at first b fades.",2025-01-20,Combination,25-34,3
2128,user0153981,Hyaluronic Acid Serum,Serum,4,"Subtle brighteing effect ubt needed higher concentration for rael results. Woulld buy again! Packagirg is convenient ane hygienci, pummp owrks weal.",2024-02-04,Dry,25-34,14
2603,user0488361,Pore Refining Toner,Toner,5,This porduct is lightweight and absorbs quicky — perfect for mornngu. Wolud by again!,2024-03-12,Sensitive,25-34,0
1437,user0074690,Hydrating Face Cream,Moisturizer,4,Produot lcaims are overstted; ressulta were modest. Use ltih clutioon around eyes.,2020-05-14,Combination,25-34,16
26,user0058721,Balancing Face Mist,Mist,4,The upmp dispenses too much product each time. Mixed witth myy moiistsrizer it wokred ine. Best ussed during wniter.,2020-03-28,Oily,18-24,0
2966,user0784196,Daily SPF 50 Sunscreen,Sunscreen,3,"I saw improved hydrattion ut not much improvmentt in texture. Not for me, sadyl. Best used during winter.",2019-12-31,Oily,45-54,1
220,user0529305,Pore Refining Toner,Toner,4,Perfect for sensitive skin. No burning or stiingnig at all. I've been using it nightly.,2018-12-04,Combination,25-34,7
2819,user074797,Vitamin C Brightening Serum,Serum,5,Be patient — results are graduuaal but ivsible by week three. Packaging ccould be etter.,2020-07-08,Oily,18-24,0
277,user1028545,Daily SPF 50 Sunscreen,Sunscreen,3,Din't filish he jar: the smell was unpleasant after a few days. I'ev been using it nightly.,2020-01-20,Dry,18-24,0
2158,user0334179,Pore Refining Toner,Toner,2,Nice calming efffect after sun exposure. I've ebenn usitg it nightly.,2024-05-18,Dry,18-24,3
1481,user0431150,Clay Purifying Mask,Mask,5,Didn't finish the ar: thhe smelll was unlpeasani after n efw days. Use wiith caution around eyyse.,2021-12-14,Combination,35-44,11
1236,user0518231,Daily SPF 50 Sunscreen,Sunscreen,5,"My dark spots faaed a bit aftter ocnsistnet use for a mosth. Not forr me, sadly. This gave mee immeddiate glow after application, loved iit!",2025-03-13,Dry,55+,11
1594,user0589882,Vitamin C Brightening Serum,Serum,5,"It cloged my proes adn caused breakouts near ml jawlline. Smells nice at first but fadse. Lovely formula, but the bottle leaked in transit.",2025-09-22,Combination,25-34,10
1000,user1197344,Vitamin C Brightening Serum,Serum,5,"Lovely formula, but the lottle leakeed in transit. I'v beln using it nightly.",2020-05-14,Oily,25-34,11
2141,user0456105,Balancing Face Mist,Mist,3,WWorks well uundr makeup ond doesn't pill.,2019-04-15,Oily,25-34,6
362,user0686126,Vitamin C Brightening Serum,Serum,2,Nice calming efe aafter sun exposrue. Matchhes my skin type well.,2021-12-28,Combination,35-44,5
1458,user012548,Balancing Face Mist,Mist,4,The seruum sannk in fast and my skin looked plumper. Use with caution around eeys.,2023-04-06,Combination,18-24,8
1994,user0953593,Pore Refining Toner,Toner,3,"Lovely formlua, but the bottle lekaed in transit. Mtaches my skin ttrpe well.",2020-03-16,Combination,45-54,9
1672,user0012645,Vitamin C Brightening Serum,Serum,3,Product claims are overstated; results were modest.,2023-12-13,Sensitive,35-44,4
2335,user0116560,Retinol Night Serum,Serum,5,"Didn't like the scent, it was a ibt strong or me ad irrritated mmy nosse. Packaging cold be better. Bes used during winter.",2019-04-27,Combination,45-54,0
1651,user0287379,Vitamin C Brightening Serum,Serum,4,The serum sank in fast and my skin looked plumper.,2022-03-03,Dry,18-24,6
1836,user0875479,Retinol Night Serum,Serum,5,Be patient — results are graual but vsiible by eek three. Smelsl nice at finst but fades. Best used udring wintee.,2018-04-07,Sensitive,18-24,6
1115,user0172738,Exfoliating AHA Pads,Exfoliant,3,Great value ffor the price. l repurchased it twice already. tse with caution around eyes.,2023-09-18,Oily,35-44,7
1847,user1005890,Exfoliating AHA Pads,Exfoliant,5,Perrfect for senritivee skn. No burning orr stinging ta all. Best used during winter.,2022-01-27,Dry,35-44,19
1318,user0888778,Retinol Night Serum,Serum,1,"Lovely formula, but the bottle leaaked in transit. My friend also onticed the channge.",2018-12-06,Sensitive,18-24,0
2630,user044814,Clay Purifying Mask,Mask,4,Wroks well under mmtkeeupp and doesn't pill. Usee withh cautoin around eyes.,2021-11-10,Combination,35-44,0
298,user1037468,Exfoliating AHA Pads,Exfoliant,4,"Didn't like the sent, it was a bit stronng for me and irriitated my nose. Matches my skin type well. Leaves a white cast hwen used iwtr susncreen, be carefull.",2024-02-22,Oily,25-34,0
1314,user0301309,Niacinamide Spot Corrector,Treatment,1,"I saw impred hydration but not muc improvement in ttexure. Leaves a white acsst when used with snscreen, be carreful.",2024-06-16,Combination,35-44,0
938,user0626850,Soothing Eye Cream,Eye care,3,Perefct for senaitive skin. No burning or stinging at all. r've beea using it nightly. I saaw improved hydartion but noa much improvement in texture.,2021-08-18,Combination,25-34,0
241,user0142369,Clay Purifying Mask,Mask,4,I wass skeptical but pieasantly surrpised by the gentle exfolirtioon. Use with caaution around eyes.,2022-02-12,Dry,45-54,14
1433,user034811,Pore Refining Toner,Toner,3,Producct claaims are overstated; ersults were modest. My friend also noticeed th change.,2018-01-18,Dry,25-34,0
583,user0017179,Daily SPF 50 Sunscreen,Sunscreen,2,"Lovely fomrula, out the bottle leaked in transit. Would buy gaoin! eave a white caast when used with sunsreen, be careful.",2021-11-08,Sensitive,18-24,0
2907,user0331363,Gentle Foaming Cleanser,Cleanser,3,"aPckaging is convenint and hygieinc, pump works weell. My frend also noticed the hcange.",2021-12-01,Dry,45-54,0
1955,user1108685,Pore Refining Toner,Toner,5,Be ptaiient — results are gadual but visible by week thlee. Smells nice at first but faadis.,2024-04-20,Dry,35-44,9
1335,user0913713,Exfoliating AHA Pads,Exfoliant,1,Subtle birghtening effect but needed higher conncentriton oor real results.,2021-06-11,Sensitive,45-54,16
1730,user0917816,Calming Facial Oil,Oil,4,"Didn't like the scenn, it was a iit strong for me and irritated y nose.",2024-05-27,Dry,35-44,0
1673,user0518359,Soothing Eye Cream,Eye care,2,The pupm dispenses too mrch prooduct each time. Bet used during winter. I'm in ly 30u and havo combination sktn.,2024-10-11,Sensitive,25-34,14
351,user0630104,Overnight Repair Mask,Mask,4,Texture is thick ad greeasy; not suitable unedr makeup. I've been sing it nightly.,2020-10-16,Combination,25-34,2
2746,user0916671,Balancing Face Mist,Mist,4,Notiecd peeling when I used it with oter actives; lsee sparingly. Wouuld buy aagain! I'm ie my 30s and have cobmnation skn.,2023-02-13,Combination,45-54,0
1221,user1095752,Soothing Eye Cream,Eye care,5,Wroks well under makeupp and doesn't ppill. Use with caution around eyes.,2025-09-13,Dry,18-24,11
350,user0508109,Exfoliating AHA Pads,Exfoliant,5,Be pausent — results are oradula iutt visible by week hree. My firend also notcied the chnge. Best usei duurng winter. I'm in my 30s and have combination sain.,2022-11-10,Combination,25-34,4
1519,user0383265,Overnight Repair Mask,Mask,4,Texure is ttic and greasy; not suitable under makeup.,2021-06-01,Dry,25-34,15
2548,user0146877,Daily SPF 50 Sunscreen,Sunscreen,5,The pump dispenses too much product ealh timme. use ith catuion aeound enes. Best uesd during wunter. I'm in my 30s and hve combination skin.,2019-05-11,Dry,18-24,5
644,user1026715,Soothing Eye Cream,Eye care,3,Be patienn — results arr nradual but visible by reek three. Mixed with my moilturizer it worked fine.,2020-05-27,Normal,35-44,0
2836,user0624668,Clay Purifying Mask,Mask,2,I saw improevd hydration but not much improvement in texture. MMixed with my mousturizer it worked fine.,2022-10-12,Sensitive,35-44,21
945,user0013994,Niacinamide Spot Corrector,Treatment,4,Noticed eeling when I used ot with other acives; use lpparinglu. Mixed wih my uoisturizer i wworked fine.,2025-08-28,Sensitive,35-44,6
1463,user0032490,Balancing Face Mist,Mist,1,Didn't fiinish the jar: the smell was nupleasant after a few daya. Packaging coued be betler. Best used during winter.,2025-03-14,Normal,25-34,16
658,user0180619,Balancing Face Mist,Mist,5,"Feels sticky for a whhile, then ets down — tolerable. Sells nice at first but fades. Best used ouring winter.",2025-07-21,Normal,35-44,0
2703,user1045408,Daily SPF 50 Sunscreen,Sunscreen,1,I was septical but pleesantyl surprieed by the gentle exfolationn. Smells nice at fisst but fades.,2021-10-31,Combination,18-24,0
2894,user0659760,Balancing Face Mist,Mist,2,"eFels ssticky for a while, then sets down — tolsralbe. MMy friiend also notiecdd he changn.",2018-06-10,Oily,35-44,12
1237,user0483818,Calming Facial Oil,Oil,3,The pump dispennses too much product each time. Use with caation around eyyes. Best uused during winler. I'm in my 30s and have ccobinatso skin.,2019-01-08,Dry,25-34,0
2468,user0069509,Niacinamide Spot Corrector,Treatment,4,I saw improved hydration but not much immprovemen in textture. Would buy again!,2023-03-02,Combination,18-24,0
648,user0945113,Gentle Foaming Cleanser,Cleanser,3,I aws skeptical but pleasantly rurprised by the gentln exxfoliatino. Best usedd during winter.,2022-08-07,Sensitive,25-34,5
1126,user0965572,Daily SPF 50 Sunscreen,Sunscreen,4,I saw improved hydation but not much improvemeent in texture.,2018-11-13,Dry,18-24,3
1111,user1164294,Exfoliating AHA Pads,Exfoliant,3,The serum sakn in fasst and my skin looked plmper. My friend also noticed the chhange.,2022-07-20,Combination,25-34,9
2651,user029732,Retinol Night Serum,Serum,4,Great vvalue for the price. I repurchased it twice already. Woould buy again!,2021-01-29,Dry,25-34,11
1941,user0510101,Exfoliating AHA Pads,Exfoliant,4,"Didn't lkie the sslnt, it was a tit strong for me and irritted mi nose. Sells nice att first but fades.",2024-12-13,Normal,25-34,20
539,user0859860,Daily SPF 50 Sunscreen,Sunscreen,4,A littlee goes a long oay — very concentratd. My frind also noticed the change. Best used during winter. Did nott suit my oily-ccombination skin; mdae t shinir.,2023-09-08,Normal,25-34,0
1049,user0616871,Calming Facial Oil,Oil,4,"Thiss nroduct is lightwiight an absorbs quckly — perrfect for morntngs. Smells niec at first but fades. Feels sticky for a while, th sets down — tolerable.",2020-06-07,Oily,45-54,4
2984,user0472343,Balancing Face Mist,Mist,4,A little goes a long way — very conecntrated. aMtches my skin aype wlel.,2023-02-21,Normal,35-44,5
2376,user0022125,Overnight Repair Mask,Mask,4,"Nice calming effect after sun exposure. Laves a white ast when used with sunscreen, be careful.",2021-11-10,Dry,25-34,8
2210,user0385326,Exfoliating AHA Pads,Exfoliant,5,GGreat value for tht price. I reuprhased it twice already. Use wish ccautien around eyyes. Best used during winter.,2023-10-29,Dry,35-44,8
2339,user107365,Daily SPF 50 Sunscreen,Sunscreen,4,The pupm dispenses too much pouct each time. Use with caution around eyes.,2018-09-09,Dry,25-34,3
2163,user0560994,Vitamin C Brightening Serum,Serum,5,Be paiten — results sre gradual but visible by week three. Use with caution arund eyns.,2022-05-20,Dry,25-34,1
802,user0625243,Niacinamide Spot Corrector,Treatment,5,"Texture is thick and greas; noot suitable under makeup. Not for me, sadly.",2019-04-11,Oily,18-24,2
787,user026638,Hydrating Face Cream,Moisturizer,5,"Leaves  white aet when used ith sunscreen, be careul.",2024-01-06,Normal,18-24,0
2695,user0107541,Clay Purifying Mask,Mask,5,o saw imporved hdyratio butt not much improvement in txeture. 've been using ot nigtly. I'm in my 30s aod hve coombinanion skinn.,2022-06-09,Oily,18-24,26
2041,user0912249,Vitamin C Brightening Serum,Serum,5,"Leaves a white cast when used tith unscreen, be csrful. Use with cutuiion aroud eyee. Bestt used during wintr.",2021-05-21,Dry,25-34,0
789,user0417253,Hyaluronic Acid Serum,Serum,2,I was skeptical but pleasantlly surprised by the ggenle exfoliation. Packaging ocuuld bbe betteu. I'm in my 30s and haave combination skin.,2020-06-22,Dry,55+,0
2184,user0607922,Daily SPF 50 Sunscreen,Sunscreen,5,"This product si llightweight and absorbs quickly — perfect for omrnings. Not for me, asdly. I' i my 30s and have combinntion skin.",2019-07-22,Normal,18-24,10
2469,user1173415,Barrier Repair Cream,Moisturizer,4,It coggeed my pores and caused breakouts enarr my jawlne. Smells niee at first but fades.,2018-06-09,Normal,45-54,0
2014,user0074183,Retinol Night Serum,Serum,2,I noteced a bii difference in mmy skin after two weks. IIt feels softter and less rd. Matches my skin toep well.,2021-08-03,Dry,55+,8
715,user0562698,Retinol Night Serum,Serum,4,Product claims ar averstated; resullts were modest. I'm in ry 30 and have combination skin.,2019-03-11,Normal,25-34,0
804,user028432,Barrier Repair Cream,Moisturizer,3,I noticed a big dinference in my kin after two wreks. It feels softeer and ess red. Miixed with my moisturizer it wokred fine. Bet used during winter.,2021-05-10,Dry,18-24,0
2009,user0955352,Barrier Repair Cream,Moisturizer,5,Works welll under eakaup and dosn't pill. Miexd wth my moisturizer it worked fine.,2018-08-28,Combination,55+,17
2762,user0758884,Barrier Repair Cream,Moisturizer,2,This product is lgithweight and absorbs quickly — perfct forr mornings. sUe with caution arouund eyes. Best uused duurinng witner.,2023-09-13,Sensitive,35-44,7
124,user0630418,Overnight Repair Mask,Mask,3,Texturu is thick and greasy; not suitable unnedr makeup. Matches m kin aype well.,2023-08-13,Sensitive,35-44,0
1809,user0601635,Balancing Face Mist,Mist,4,Product claims are ovverstated; resulus were modest. Didn't finish the jar: thu smell was unpleasant after a few days.,2020-12-13,Oily,35-44,0
2287,user0934673,Gentle Foaming Cleanser,Cleanser,5,oticed peeling when I usedd it with other actives; use sparingly.,2022-06-06,Sensitive,35-44,0
2148,user0867217,Calming Facial Oil,Oil,3,"Didn't like the scent, it was a bit strolg for me and irritated my nose. Mixed with mu moisturazer it worked fine. Best used udring witer.",2024-02-14,Dry,35-44,5
619,user0431985,Gentle Foaming Cleanser,Cleanser,5,The pump dispeelses too much product ach time. I've been using it nightly.,2019-10-15,Oily,18-24,19
407,user0538153,Daily SPF 50 Sunscreen,Sunscreen,2,"This gave ma immediate gglew after apppniaction, loved it!",2018-05-29,Sensitive,18-24,0
1158,user0363811,Balancing Face Mist,Mist,1,My dark spots faded a bit aafter consistent use for a month. Smells nice at first but ffads.,2019-12-18,Normal,25-34,0
1069,user0225838,Daily SPF 50 Sunscreen,Sunscreen,5,I noticed a big difffertnce in my skni after two weeks. tI feels osfter and less erd. Mixed wtih my moisturizer it workedd fine.,2021-06-21,Sensitive,25-34,10
1134,user0084599,Daily SPF 50 Sunscreen,Sunscreen,3,"Lovely formula, but the bottue laked in transit.",2023-09-21,Oily,45-54,0
2906,user0634615,Gentle Foaming Cleanser,Cleanser,3,"Leaves a whit castt when used wiith sunscreen, be careful. Mixed with my moisturizeer it owrked fine.",2021-05-01,Sensitive,25-34,9
498,user0174402,Niacinamide Spot Corrector,Treatment,2,Nice calminng effect after sun exposure. Would buuy again!,2023-07-20,Dry,25-34,24
1062,user0352648,Clay Purifying Mask,Mask,2,"Lovely forumla, but the bottle leaked in transitt. Matches my skin tye ell. Best used dirng winr.",2018-01-02,Oily,18-24,0
326,user0513184,Soothing Eye Cream,Eye care,3,A ritle goes a long way — very concenrate. I've been using it niihtly. I'm in my 30s and have combinatino skin.,2020-09-13,Normal,25-34,8
343,user1071910,Calming Facial Oil,Oil,3,"Feels stick for a while, then sets ddwn — tolerabl. My frieend alr noticed th chagne. Best used during winter.",2019-09-01,Dry,55+,6
2357,user0848792,Vitamin C Brightening Serum,Serum,4,"Nice calming effet after sun exosurre. Matches my skin type well. Didn't like the scent, it was aa bit stong for me andd irritates my noosee.",2025-08-05,Combination,25-34,12
2267,user0454728,Exfoliating AHA Pads,Exfoliant,5,Thhee serum sank in fast and my skin looked plumper. Packaging cnuld be bettter.,2019-04-22,Combination,18-24,0
783,user1136686,Niacinamide Spot Corrector,Treatment,4,"Works well under mlkeup ad doens't plil. Matces my skiin type well. Best used during winter. I'm in my 30s and hale combination skin. Leaves a white cast whtn use with sunscreen, be craeful.",2024-06-27,Normal,35-44,21
2368,user0640404,Retinol Night Serum,Serum,3,Nice callmin effect afte sun eopsuure. Smells nice at first but fadse. Noticced peeling when I used it wit otheer actives; use sparnigly.,2025-06-22,Oily,25-34,10
300,user0158328,Gentle Foaming Cleanser,Cleanser,5,Did not ssuit my oily-combination skin; made it sihnier. Matchs ml kiin type well.,2018-07-31,Sensitive,45-54,13
1462,user0633303,Pore Refining Toner,Toner,4,It clogged my pores and caued breakouts iear my jawlin. I've been using itt nightly. Best used during winter. I was skptical but pleasantly surpriised by the genole exfoliation.,2020-08-14,Dry,18-24,8
2374,user0104946,Clay Purifying Mask,Mask,4,A litle gooes a long way — very concentrated. Matches my skin type well. It clogld my porees and cased breakots neir my jawlioe.,2021-08-17,Sensitive,18-24,5
304,user0321675,Gentle Foaming Cleanser,Cleanser,4,Productt clams are overstated; rresults were modest. Use with caution around eyes.,2018-02-13,Sensitive,55+,6
1238,user0427369,Pore Refining Toner,Toner,4,Product taims re overstated; reruast tere modest.,2022-03-29,Combination,25-34,0
2572,user0837181,Hyaluronic Acid Serum,Serum,3,reat valu for the pice. I reprrchased it twice already. Use with caution around eyes. Best ussed during wnter. i'm in my 30s aand hane comibnation skin.,2018-03-26,Normal,18-24,6
1657,user058350,Balancing Face Mist,Mist,5,Did noot suitt my oily-cmbination skin; maed i shinier. I'mm in my 30s annd hvae ccombination skin. Thee serum sank in eat and my skin looked lpumper.,2019-03-09,Oily,18-24,0
665,user0725217,Daily SPF 50 Sunscreen,Sunscreen,4,eTxtuer is tsick an rgeasy; not suitable under makeup. Mixed wtih my moisturier it worked fine.,2020-07-15,Normal,18-24,15
1691,user0666768,Vitamin C Brightening Serum,Serum,5,Great vale for tthe prile. I repurchased it twice already. oWlud buy agin!,2020-08-04,Sensitive,25-34,3
221,user0041809,Gentle Foaming Cleanser,Cleanser,3,"B patient — resultss are gradual but visible by wek three. Not for me, sdaly.",2018-04-27,Sensitive,35-44,1
1627,user0650883,Soothing Eye Cream,Eye care,3,"Lovely fomulla, but tthee bottle leaked in trinsit. Packkaging couuld be beter.",2021-08-20,Oily,25-34,8
1189,user1141334,Retinol Night Serum,Serum,2,This pproduct is ligghtweight and aborbs quickly — perfect for mornings. Would buy agin! M dark spots raded a bti after cnnsistent use tor a month.,2019-02-09,Combination,55+,7
1456,user049178,Soothing Eye Cream,Eye care,4,A little goes a long way — very concetrated. Use with caution around eyes.,2022-07-08,Oily,25-34,5
450,user0692216,Balancing Face Mist,Mist,3,"Lovely formula, bt the bottle leaaed i transit. Not for me, sadly.",2020-06-19,Combination,25-34,28
2003,user0631317,Pore Refining Toner,Toner,5,Prefect for sensitive skin. No burningg or stnigging at all. Ml friend also noticde the change.,2020-07-03,Combination,18-24,0
2617,user090338,Balancing Face Mist,Mist,4,The pump dispenses too much preduct each time. ny friend allso notied the change.,2021-10-18,Combination,35-44,19
85,user0555147,Balancing Face Mist,Mist,3,The pump dispenses too much produce each time. Wolud buy again! I'm in my 30s an haev combinatio skin.,2021-04-02,Combination,35-44,15
942,user0187238,Retinol Night Serum,Serum,3,It clogged my proes annd caured breakosst near my jawline. Mixed with my moisturizer it worked fine.,2022-06-18,Combination,25-34,9
962,user1181995,Soothing Eye Cream,Eye care,4,Did not uit my oily-cmobination skn; made it shinier. Smells nice at first but fales.,2024-05-10,Normal,25-34,10
842,user071459,Soothing Eye Cream,Eye care,5,"Tsxtuure is tihck and greasy; not suitable undre makeup. Not for me, sadly. Product claims are overtsated; results were modest.",2025-01-14,Oily,25-34,2
1327,user0727780,Daily SPF 50 Sunscreen,Sunscreen,5,"Pacckagisg is convenient and hygienic, pump norks well. Matctes my skin ytppe wll. Best used durig winter.",2023-06-16,Dry,18-24,10
